,Laptop_ID,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Weight IN KG
456,456,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,NvidiaGeForceGTX1060,Windows 10,4.42,109010.88,4.42
457,457,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core M m3-7Y30 2.2GHz,4GB,128GB SSD,IntelHDGraphics615,Windows 10 S,1.252,52693.92,1.252
458,458,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD,IntelIrisPlusGraphics640,Windows 10 S,1.25,95850.72,1.25
459,459,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,2.5,34093.872,2.5
460,460,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,NvidiaGeForce940MX,Windows 10,2.23,28984.32,2.23
461,461,Acer,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,IntelHDGraphics400,Windows 10,1.4,23176.8,1.4
462,462,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,2.37,39906.72,2.37
463,463,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,AMDRadeonR7M460,No OS,1.5,42570.72,1.5
464,464,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8GB,256GB SSD,NvidiaQuadroM2200M,Windows 10,2.67,111355.2,2.67
465,465,Asus,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,IntelHDGraphics500,Windows 10,2.0,16197.12,2.0
466,466,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,NvidiaGeForceGTX940MX,Windows 10,2.2,24988.32,2.2
467,467,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,2TB HDD,AMDRadeon530,Windows 10,2.02,40439.52,2.02
468,468,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.78,90522.72,3.78
469,469,Lenovo,Ultrabook,14,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,IntelHDGraphics520,Windows 10,1.4,98994.24,1.4
470,470,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.29,106506.72,1.29
471,471,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,AMDFireProW4190M,Windows 10,1.9,61485.12,1.9
472,472,Google,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,IntelHDGraphics615,Chrome OS,1.1,67932.0,1.1
473,473,Dell,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.42,98133.768,1.42
474,474,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,IntelHDGraphics530,Windows 10,2.06,69210.72,2.06
475,475,Dell,Notebook,14,1366x768,Intel Core i3 6100U 2.3GHz,8GB,128GB SSD,IntelHDGraphics520,Windows 10,1.79,39427.2,1.79
476,476,Dell,Workstation,?,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaQuadroM1200,Windows 10,1.78,128298.24,1.78
477,477,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,180GB SSD,IntelHDGraphics620,Windows 10,1.7,72673.92,1.7
478,,,,,,,,,,,,,
479,479,Toshiba,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.05,89084.16,1.05
480,480,Dell,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,NvidiaGeForce940MX,Windows 10,2.16,67239.36,2.16
481,481,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,IntelHDGraphics620,Windows 10,2.18,31254.048,2.18
482,482,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,IntelUHDGraphics620,Windows 10,1.49,38681.28,1.49
483,483,Chuwi,Notebook,15.6,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,64GB Flash Storage,IntelHDGraphics,Windows 10,1.89,13261.392,1.89
484,484,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,2.3,30103.2,2.3
485,485,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.75,55890.72,1.75
486,486,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,NvidiaQuadroM620,Windows 10,2.17,124568.64,2.17
487,487,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,NvidiaGeForceGTX1050,Windows 10,2.06,101178.72,2.06
488,488,Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.36,95797.44,1.36
489,489,Asus,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,0.91,103896.0,0.91
490,490,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,2.3,53918.8272,2.3
491,491,Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,32GB,512GB SSD,IntelHDGraphics620,Windows 10,1.05,149130.72,1.05
492,492,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,1.99,71928.0,1.99
493,493,Acer,Notebook,15.6,1366x768,AMD A10-Series 9620P 2.5GHz,8GB,1TB HDD,AMDRadeonRX540,Windows 10,2.2,30849.12,2.2
494,494,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,24GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX965M,Windows 10,4.33,67612.32,4.33
495,495,Lenovo,Ultrabook,12.5,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,8GB,180GB SSD,IntelHDGraphics520,Windows 10,1.3,58554.72,1.3
496,496,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,2.17,47893.392,2.17
497,497,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,IntelHDGraphics620,Windows 10,1.48,93186.72,1.48
498,498,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.4,50562.72,1.4
499,499,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.3,48538.08,2.3
500,500,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,IntelHDGraphics500,Windows 10 S,1.2,18115.2,1.2
501,501,HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMDRadeon520,Windows 10,1.91,32979.7872,1.91
502,502,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.4,85194.72,1.4
503,503,Lenovo,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,IntelHDGraphics500,Windows 10,2.1,15930.72,2.1
504,504,Lenovo,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB SSD,IntelHDGraphics400,Chrome OS,1.25,14119.2,1.25
505,505,Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.44,50562.72,1.44
506,506,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,IntelHDGraphics620,Windows 10,2.0,65214.72,2.0
507,507,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,NvidiaGeForceMX150,Windows 10,2.2,32660.64,2.2
508,508,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.34,70489.44,1.34
509,509,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,No OS,2.4,61218.72,2.4
510,510,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,IntelHDGraphics620,Windows 10,1.29,47898.72,1.29
511,511,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,NvidiaGeForce940MX,Windows 10,2.2,34045.92,2.2
512,512,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,2.18,44542.08,2.18
513,513,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMDRadeon530,Windows 10,2.2,64961.1072,2.2
514,514,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD,NvidiaGeForceMX150,No OS,1.95,74589.336,1.95
515,515,Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.1,13053.6,1.1
516,516,HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,IntelUHDGraphics620,Windows 10,2.04,27783.9216,2.04
517,517,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,24GB,512GB SSD,NvidiaGeForceGTX1080,Windows 10,2.24,158135.04,2.24
518,518,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,2.04,47365.92,2.04
519,519,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,3.0,80133.12,3.0
520,520,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.2,74538.72,3.2
521,521,HP,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.32,74538.72,1.32
522,522,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.64,68184.0144,1.64
523,523,HP,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,1.63,36709.92,1.63
524,524,Dell,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Linux,2.8,47365.92,2.8
525,525,Lenovo,Notebook,24,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 7,2.02,71395.2,2.02
526,526,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,NvidiaGeForce920MX,Windows 10,2.2,42570.72,2.2
527,527,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,2TB HDD,NvidiaGeForce920MX,No OS,2.2,24455.52,2.2
528,528,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMDRadeonR5M430,Windows 10,2.3,31168.8,2.3
529,529,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.9,73366.56,1.9
530,530,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.42,160520.3856,4.42
531,531,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,IntelHDGraphics620,Windows 10,2.0,45820.8,2.0
532,532,Asus,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX960M,Windows 10,2.0,69210.72,2.0
533,533,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,IntelHDGraphics500,Windows 10,1.2,19660.32,1.2
534,534,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.3,87858.72,2.3
535,535,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,1.93,72940.32,1.93
536,536,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMDRadeon530,Windows 10,2.2,42486.0048,2.2
537,537,HP,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N3710 1.6GHz,4GB,256GB SSD,IntelHDGraphics405,Windows 10,1.86,21258.1872,1.86
538,538,HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.62,95850.72,2.62
539,539,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,1.87,45767.52,1.87
540,540,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.2,74538.72,1.2
541,541,Dell,Notebook,14,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,1.6,39207.1536,1.6
542,542,HP,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.34,61005.6,1.34
543,543,Acer,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Linux,2.4,42517.44,2.4
544,544,Asus,Notebook,15.6,1366x768,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMDRadeonR2Graphics,Windows 10,2.0,18594.72,2.0
545,545,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,2.1,37589.04,2.1
546,546,Lenovo,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,1.87,41824.8,1.87
547,547,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,1TB HDD,IntelHDGraphics520,No OS,2.15,24634.008,2.15
548,548,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,1.86,21152.16,1.86
549,549,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.99,92121.12,1.99
550,550,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,2.2,26586.72,2.2
551,551,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.9,59513.2272,1.9
552,552,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.42,143802.72,4.42
553,553,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,1TB HDD,IntelHDGraphics520,Windows 10,2.65,28992.312,2.65
554,554,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,NvidiaGeForce930MX,Windows 10,2.63,68198.4,2.63
555,555,Asus,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,500GB HDD,IntelHDGraphics500,Linux,2.0,11934.72,2.0
556,556,Mediacom,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32GB Flash Storage,IntelHDGraphics,Windows 10,1.35,13586.4,1.35
557,557,Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,NvidiaGeForce940MX,Windows 10,2.8,50562.72,2.8
558,558,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,6GB,128GB SSD,AMDRadeon530,Windows 10,1.91,30310.992,1.91
559,559,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMDRadeonR5M420,Windows 10,2.18,32921.712,2.18
560,560,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 2.0GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.25,18594.72,1.25
561,561,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,2.05,33566.4,2.05
562,562,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y75 1.2GHz,16GB,512GB SSD,IntelHDGraphics515,Windows 10,1.16,104695.2,1.16
563,563,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaQuadroM620M,Windows 10,3.4,159786.72,3.4
564,564,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.5,44701.92,2.5
565,565,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD,IntelUHDGraphics620,Windows 10,1.21,85194.72,1.21
566,566,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,1.93,51095.52,1.93
567,,,,,,,,,,,,,
568,568,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,500GB HDD,IntelHDGraphics505,Windows 10,2.2,18328.32,2.2
569,569,Lenovo,Notebook,14,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,2.02,52747.2,2.02
570,570,HP,Workstation,17.3,1600x900,Intel Core i5 7440HQ 2.8GHz,8GB,500GB HDD,NvidiaQuadroM1200,Windows 10,3.14,99153.5472,3.14
571,571,HP,Notebook,14,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8GB,2TB HDD,IntelHDGraphics405,Windows 10,1.94,20725.92,1.94
572,572,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,256GB SSD,AMDRadeon530,Windows 10,1.95,34578.72,1.95
573,573,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,2.3,44222.4,2.3
574,574,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,2.05,36496.8,2.05
575,575,Mediacom,Notebook,14,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,4GB,32GB SSD,IntelHDGraphics,Windows 10,1.4,13266.72,1.4
576,576,Toshiba,Ultrabook,14,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,IntelHDGraphics620,Windows 10,1.24,99367.2,1.24
577,577,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.6,141884.64,4.6
578,578,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.14,145401.12,4.14
579,579,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMDRadeonR5M430,Linux,2.2,39907.2528,2.2
580,580,Mediacom,Notebook,14,IPS Panel Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB SSD,IntelHDGraphics500,Windows 10,1.45,20725.92,1.45
581,581,Dell,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,8GB,500GB HDD,IntelHDGraphics620,Windows 10,1.9,53733.9456,1.9
582,582,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,1.49,38308.32,1.49
583,583,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16GB,256GB SSD,NvidiaGeForce930MX,Windows 10,1.93,81912.1392,1.93
584,584,Dell,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,IntelHDGraphics400,Chrome OS,1.26,15717.6,1.26
585,585,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX980M,Windows 10,4.5,125154.72,4.5
586,586,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.78,79813.44,3.78
587,587,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,256GB SSD,IntelHDGraphics520,Windows 10,8.4,89137.44,8.4
588,588,Lenovo,Notebook,15.6,Touchscreen 1366x768,Intel Core i7 8550U 1.8GHz,12GB,1TB HDD,IntelHDGraphics620,Windows 10,2.2,32447.52,2.2
589,589,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.73,94305.6,2.73
590,590,Asus,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics520,Windows 10,2.2,39373.92,2.2
591,591,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12GB,512GB SSD,AMDRadeon530,Windows 10,2.2,50562.72,2.2
592,592,Dell,2 in 1 Convertible,31.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,IntelHDGraphics615,Windows 10,1.39,32127.84,1.39
593,593,Samsung,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.5,90522.72,2.5
594,594,Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,No OS,2.8,28185.12,2.8
595,595,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,8GB,1TB HDD,IntelHDGraphics520,Windows 10,2.29,24455.52,2.29
596,596,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.37,107892.0,1.37
597,597,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,IntelHDGraphics630,Windows 10,1.7,78534.72,1.7
598,598,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.34,88977.6,1.34
599,599,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaQuadroM620,Windows 10,2.06,93932.64,2.06
600,600,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.84,64948.32,1.84
601,601,HP,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,2.1,35616.6144,2.1
602,602,Acer,Notebook,14,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.6,17529.12,1.6
603,603,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX970M,Windows 10,4.14,117162.72,4.14
604,604,Dell,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMDRadeonR5M420,Linux,2.18,24775.2,2.18
605,605,MSI,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,NvidiaGeForceGTX1060,Windows 10,1.8,122490.72,1.8
